2026-02-23T14:08:04.2464290+00:00 | eventType=controller_reconnected | sessionId=64c2b535-2578-44dd-82c0-5155835a9671 | presence= | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T14:08:04.2472660+00:00 | eventType=device_presence_update | sessionId=64c2b535-2578-44dd-82c0-5155835a9671 | presence=connected | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T14:09:44.4144950+00:00 | eventType=controller_disconnected | sessionId=a649a777-4cc2-48ab-865e-014a5e6e0387 | presence= | reasonCode=TCP_CLIENT_DISCONNECTED
2026-02-23T14:43:52.0227210+00:00 | eventType=controller_reconnected | sessionId=a649a777-4cc2-48ab-865e-014a5e6e0387 | presence= | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T14:43:52.0235620+00:00 | eventType=device_presence_update | sessionId=a649a777-4cc2-48ab-865e-014a5e6e0387 | presence=connected | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T14:44:15.7673360+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence=background | reasonCode=APP_PAUSED
2026-02-23T14:44:15.7823700+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence=focus_lost | reasonCode=APP_FOCUS_LOST
2026-02-23T15:22:12.8515150+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence=foreground | reasonCode=APP_FOCUS_GAINED
2026-02-23T15:22:12.8522940+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence=focus_lost | reasonCode=APP_FOCUS_LOST
2026-02-23T15:22:12.8747570+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence=foreground | reasonCode=APP_RESUMED
2026-02-23T15:22:13.3257710+00:00 | eventType=controller_disconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence= | reasonCode=TCP_CLIENT_DISCONNECTED
2026-02-23T15:22:13.3264820+00:00 | eventType=controller_reconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence= | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T15:22:13.3311310+00:00 | eventType=controller_disconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence= | reasonCode=TCP_CLIENT_DISCONNECTED
2026-02-23T15:22:13.3533440+00:00 | eventType=controller_reconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence= | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T15:22:13.3599140+00:00 | eventType=controller_disconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence= | reasonCode=TCP_CLIENT_DISCONNECTED
2026-02-23T15:22:15.2281740+00:00 | eventType=controller_reconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence= | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T15:22:15.2291210+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771857831010 | presence=connected | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T15:23:22.8514460+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence=background | reasonCode=APP_PAUSED
2026-02-23T15:23:22.8741630+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence=focus_lost | reasonCode=APP_FOCUS_LOST
2026-02-23T15:23:37.5365570+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence=foreground | reasonCode=APP_FOCUS_GAINED
2026-02-23T15:23:37.5381800+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence=focus_lost | reasonCode=APP_FOCUS_LOST
2026-02-23T15:23:37.5662960+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence=foreground | reasonCode=APP_RESUMED
2026-02-23T15:23:38.0196410+00:00 | eventType=controller_disconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence= | reasonCode=TCP_CLIENT_DISCONNECTED
2026-02-23T15:23:38.0206970+00:00 | eventType=controller_reconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence= | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T15:23:38.0262290+00:00 | eventType=controller_disconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence= | reasonCode=TCP_CLIENT_DISCONNECTED
2026-02-23T15:23:38.0437080+00:00 | eventType=controller_reconnected | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence= | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T15:23:38.0442750+00:00 | eventType=device_presence_update | sessionId=mobile-dLxoPFss0wCV6nezOZfb-1771860134060 | presence=connected | reasonCode=TCP_CLIENT_CONNECTED
2026-02-23T15:23:48.9619620+00:00 | eventType=controller_disconnected | sessionId=4cc8eb0f-a2a8-4df4-8324-7a3e616fbe9a | presence= | reasonCode=TCP_CLIENT_DISCONNECTED
